,maximum,minimum
DASYNI15,0.0,0.0
DASYNI16,0.0,0.0
DASYNI17,0.017854,0.017854
DCMPDA,3.622846,-1000.0
DCTPAH,6.250843,0.0
DCYTD,1000.0,0.0
DCYTt2r,1.0,1.0
DDPA,0.028327,0.028327
DDPGALA,0.0,0.0
DGK1,6.255994,-6.250843
DGSNt2r,1.0,1.0
DHAD1,0.05378,0.05378
DHAD2,0.033788,0.033788
DHDPRyr,0.0,0.0
DHFOR2,-0.012381,-0.012381
DHFR,0.012381,0.012381
DHFS,0.0,0.0
DHNPA,-0.0,0.0
DHNPA2,0.0,0.0
DHORD2,-0.0,0.0
DHORD5,-0.0,0.0
DHORDfum,-0.0,0.0
DHORTS,0.0,0.0
DHPR,0.0,0.0
DHPS,0.0,0.0
DHPS2,0.0,0.0
DHQS,0.028327,0.028327
DHQTi,0.028327,0.028327
DMATT,0.000939,0.000939
DMPPS,0.010327,0.010327
DMQMT,0.0,0.0
DM_2HYMEPH,0.0,0.0
DM_5MTR,0.0,0.0
DM_atp_c_,6.250843,0.0
DM_dhptd_LPAREN_c_RPAREN_,-0.0,0.0
DM_hcys_L_LSQBKT_c_RSQBKT_,1.958014,0.958014
DPCOAK,0.008254,0.008254
DPMVDc,0.0,0.0
DPRr,0.0,0.0
DRIBI,0.0,0.0
DRPAr,24.651512,2.989698
DTMPK,6.259662,0.008819
DURIK1,1000.0,0.0
DURIPP,22.656663,0.994849
DUTPDP,6.250843,0.0
DXPRIi,0.010327,0.010327
DXPS,0.010327,0.010327
E4PD,0.0,0.0
EAR100x,0.0,0.0
EAR10M12x,0.043219,0.043219
EAR11M12x,0.043219,0.043219
EAR120x,0.0,0.0
EAR121x,0.0,0.0
EAR12M14x,0.043219,0.043219
EAR13M14x,0.043219,0.043219
EAR140x,0.0,0.0
EAR141x,0.0,0.0
EAR14M16x,0.043219,0.043219
EAR15M16x,0.043219,0.043219
EAR160x,0.0,0.0
EAR161x,0.0,0.0
EAR180x,0.0,0.0
EAR181x,0.0,0.0
EAR40x,0.0,0.0
EAR4M6x,0.043219,0.043219
EAR5M6x,0.043219,0.043219
EAR60x,0.0,0.0
EAR6M8x,0.043219,0.043219
EAR7M8x,0.043219,0.043219
EAR80x,0.0,0.0
EAR8M10x,0.043219,0.043219
EAR9M10x,0.043219,0.043219
EHGLAT,0.0,0.0
ENO,22.317738,7.876529
ETHAAL,0.0,0.0
ETHSO3abc,0.0,0.0
ETOHt,-2.201701,-9.730894
EX_26dap_M_LPAREN_e_RPAREN_,-1.0,-1.0
EX_2dmmq8_LPAREN_e_RPAREN_,-0.004127,-0.004127
EX_2obut_LPAREN_e_RPAREN_,-1.0,-1.0
EX_4hbz_LPAREN_e_RPAREN_,0.0,0.0
EX_Lcyst_LPAREN_e_RPAREN_,0.0,0.0
EX_ac_LPAREN_e_RPAREN_,33.123905,17.357748
EX_acald_LPAREN_e_RPAREN_,-1.0,-1.0
EX_acgam_LPAREN_e_RPAREN_,-1.0,-1.0
EX_actn_R_LPAREN_e_RPAREN_,-0.0,0.0
EX_ade_LPAREN_e_RPAREN_,1.948537,0.948537
EX_ala_L_LPAREN_e_RPAREN_,-0.251734,-0.251734
EX_alaasp_LPAREN_e_RPAREN_,-0.0,0.0
EX_alagln_LPAREN_e_RPAREN_,0.0,0.0
EX_alaglu_LPAREN_e_RPAREN_,0.0,0.0
EX_alagly_LPAREN_e_RPAREN_,0.0,0.0
EX_alahis_LPAREN_e_RPAREN_,0.0,0.0
EX_alaleu_LPAREN_e_RPAREN_,0.0,0.0
EX_alathr_LPAREN_e_RPAREN_,-0.0,0.0
EX_arab_L_LPAREN_e_RPAREN_,0.0,0.0
EX_arbt_LPAREN_e_RPAREN_,-0.0,0.0
EX_arg_L_LPAREN_e_RPAREN_,0.0,-0.15
EX_arsenb_LPAREN_e_RPAREN_,0.0,0.0
EX_asn_L_LPAREN_e_RPAREN_,-0.225,-0.225
EX_asp_L_LPAREN_e_RPAREN_,-0.225,-0.225
EX_biomass_LPAREN_e_RPAREN_,0.519798,0.519798
EX_btn_LPAREN_e_RPAREN_,0.0,0.0
EX_butso3_LPAREN_e_RPAREN_,0.0,0.0
EX_ca2_LPAREN_e_RPAREN_,-0.004127,-0.004127
EX_cellb_LPAREN_e_RPAREN_,-0.074493,-0.074493
EX_cgly_LPAREN_e_RPAREN_,-1.0,-1.0
EX_chol_LPAREN_e_RPAREN_,0.0,0.0
EX_chols_LPAREN_e_RPAREN_,0.0,0.0
EX_cit_LPAREN_e_RPAREN_,-0.016508,-0.016508
EX_cl_LPAREN_e_RPAREN_,-0.004127,-0.004127
EX_co2_LPAREN_e_RPAREN_,-0.0,0.0
EX_cobalt2_LPAREN_e_RPAREN_,-0.004127,-0.004127
EX_crn_LPAREN_e_RPAREN_,0.0,0.0
EX_csn_LPAREN_e_RPAREN_,3.966598,3.966598
EX_ctbt_LPAREN_e_RPAREN_,0.0,0.0
EX_cu2_LPAREN_e_RPAREN_,-0.004127,-0.004127
EX_cys_L_LPAREN_e_RPAREN_,0.0,-1.0
EX_cytd_LPAREN_e_RPAREN_,-1.0,-1.0
EX_dad_2_LPAREN_e_RPAREN_,-1.0,-1.0
EX_dcyt_LPAREN_e_RPAREN_,-1.0,-1.0
EX_dgsn_LPAREN_e_RPAREN_,-1.0,-1.0
EX_diact_LPAREN_e_RPAREN_,-0.0,0.0
EX_ethso3_LPAREN_e_RPAREN_,0.0,0.0
EX_etoh_LPAREN_e_RPAREN_,9.730894,2.201701
EX_fe2_LPAREN_e_RPAREN_,0.0,0.0
EX_fe3_LPAREN_e_RPAREN_,-0.008254,-0.008254
EX_fol_LPAREN_e_RPAREN_,-0.012381,-0.012381
EX_for_LPAREN_e_RPAREN_,26.001236,9.838819
EX_fru_LPAREN_e_RPAREN_,-0.148986,-0.148986
EX_gal_LPAREN_e_RPAREN_,-0.148986,-0.148986
EX_galt_LPAREN_e_RPAREN_,0.0,0.0
EX_gam_LPAREN_e_RPAREN_,-1.0,-1.0
EX_gbbtn_LPAREN_e_RPAREN_,0.0,0.0
EX_gcald_LPAREN_e_RPAREN_,0.0,0.0
EX_glc_LPAREN_e_RPAREN_,-0.148986,-0.148986
EX_gln_L_LPAREN_e_RPAREN_,-0.096411,-0.18
EX_glu_L_LPAREN_e_RPAREN_,-0.096411,-0.18
EX_gly_LPAREN_e_RPAREN_,-0.45,-0.45
EX_glyasn_LPAREN_e_RPAREN_,-0.0,0.0
EX_glyasp_LPAREN_e_RPAREN_,0.0,0.0
EX_glyb_LPAREN_e_RPAREN_,0.0,0.0
EX_glyc_LPAREN_e_RPAREN_,-1.799655,-1.799655
EX_glycys_LPAREN_e_RPAREN_,0.0,0.0
EX_glygln_LPAREN_e_RPAREN_,0.0,0.0
EX_glyglu_LPAREN_e_RPAREN_,0.0,0.0
EX_glyleu_LPAREN_e_RPAREN_,-0.0,0.0
EX_glymet_LPAREN_e_RPAREN_,0.0,0.0
EX_glyphe_LPAREN_e_RPAREN_,0.0,0.0
EX_glypro_LPAREN_e_RPAREN_,0.0,0.0
EX_glytyr_LPAREN_e_RPAREN_,-0.0,0.0
EX_gua_LPAREN_e_RPAREN_,1.972808,0.972808
EX_h2o_LPAREN_e_RPAREN_,29.913273,21.35855
EX_h_LPAREN_e_RPAREN_,-1.0,-1.0
EX_hexs_LPAREN_e_RPAREN_,0.0,0.0
EX_his_L_LPAREN_e_RPAREN_,-0.042596,-0.042596
EX_ile_L_LPAREN_e_RPAREN_,-0.15,-0.15
EX_ind3ac_LPAREN_e_RPAREN_,0.0,0.0
EX_ins_LPAREN_e_RPAREN_,-1.0,-1.0
EX_inulin_LPAREN_e_RPAREN_,-0.00047,-0.00047
EX_isetac_LPAREN_e_RPAREN_,0.0,0.0
EX_k_LPAREN_e_RPAREN_,-0.004127,-0.004127
EX_kesto_LPAREN_e_RPAREN_,0.0,0.0
EX_kestopt_LPAREN_e_RPAREN_,-0.002821,-0.002821
EX_kestottr_LPAREN_e_RPAREN_,0.0,0.0
EX_lac_L_LPAREN_e_RPAREN_,-1.0,-1.0
EX_lcts_LPAREN_e_RPAREN_,-0.074493,-0.074493
EX_leu_L_LPAREN_e_RPAREN_,-0.15,-0.15
EX_lys_L_LPAREN_e_RPAREN_,0.830803,0.830803
EX_malt_LPAREN_e_RPAREN_,-0.074493,-0.074493
EX_malthx_LPAREN_e_RPAREN_,-0.0,0.0
EX_malttr_LPAREN_e_RPAREN_,0.0,0.0
EX_man_LPAREN_e_RPAREN_,-0.148986,-0.148986
EX_met_D_LPAREN_e_RPAREN_,0.0,0.0
EX_met_L_LPAREN_e_RPAREN_,0.936876,0.936876
EX_metala_LPAREN_e_RPAREN_,0.0,0.0
EX_metsox_R_L_LPAREN_e_RPAREN_,0.0,0.0
EX_metsox_S_L_LPAREN_e_RPAREN_,-1.0,-1.0
EX_mg2_LPAREN_e_RPAREN_,-0.004127,-0.004127
EX_mn2_LPAREN_e_RPAREN_,-0.004127,-0.004127
EX_mnl_LPAREN_e_RPAREN_,-0.148986,-0.148986
EX_mops_LPAREN_e_RPAREN_,0.0,0.0
EX_mqn8_LPAREN_e_RPAREN_,-0.004127,-0.004127
EX_mso3_LPAREN_e_RPAREN_,0.0,0.0
EX_nac_LPAREN_e_RPAREN_,0.637414,0.637414
EX_nh4_LPAREN_e_RPAREN_,2.312925,1.929336
EX_nmn_LPAREN_e_RPAREN_,-0.645668,-0.645668
EX_o2_LPAREN_e_RPAREN_,0.0,0.0
EX_ocdca_LPAREN_e_RPAREN_,-0.043219,-0.043219
EX_orn_LPAREN_e_RPAREN_,0.128933,-0.104656
EX_phe_L_LPAREN_e_RPAREN_,-0.091583,-0.091583
EX_pheme_LPAREN_e_RPAREN_,-0.004127,-0.004127
EX_pi_LPAREN_e_RPAREN_,0.0,0.0
EX_pnto_R_LPAREN_e_RPAREN_,-0.008254,-0.008254
EX_ppa_LPAREN_e_RPAREN_,5.326557,0.501867
EX_pro_L_LPAREN_e_RPAREN_,-0.000114,-0.083703
EX_ptrc_LPAREN_e_RPAREN_,0.0,0.0
EX_pydam_LPAREN_e_RPAREN_,0.0,0.0
EX_pydx_LPAREN_e_RPAREN_,-0.004127,-0.004127
EX_pydxn_LPAREN_e_RPAREN_,0.0,0.0
EX_q8_LPAREN_e_RPAREN_,-0.004127,-0.004127
EX_raffin_LPAREN_e_RPAREN_,-0.004702,-0.004702
EX_ribflv_LPAREN_e_RPAREN_,-0.008254,-0.008254
EX_salcn_LPAREN_e_RPAREN_,0.0,0.0
EX_sbt_DASH_d_LPAREN_e_RPAREN_,0.0,0.0
EX_ser_L_LPAREN_e_RPAREN_,-1.0,-1.0
EX_sheme_LPAREN_e_RPAREN_,-0.004127,-0.004127
EX_so4_LPAREN_e_RPAREN_,-0.004127,-0.004127
EX_spmd_LPAREN_e_RPAREN_,-0.004127,-0.004127
EX_strch1_LPAREN_e_RPAREN_,-0.257339,-0.257339
EX_strch2_LPAREN_e_RPAREN_,-0.0,0.0
EX_succ_LPAREN_e_RPAREN_,1.100529,0.0
EX_sucr_LPAREN_e_RPAREN_,-0.074493,-0.074493
EX_sulfac_LPAREN_e_RPAREN_,0.0,0.0
EX_taur_LPAREN_e_RPAREN_,0.0,0.0
EX_thm_LPAREN_e_RPAREN_,-0.004127,-0.004127
EX_thr_L_LPAREN_e_RPAREN_,-0.225,-0.225
EX_thymd_LPAREN_e_RPAREN_,-0.008819,-0.008819
EX_tre_LPAREN_e_RPAREN_,-0.074493,-0.074493
EX_tym_LPAREN_e_RPAREN_,0.942282,0.942282
EX_tyr_L_LPAREN_e_RPAREN_,-1.0,-1.0
EX_ura_LPAREN_e_RPAREN_,-1.0,-1.0
EX_uri_LPAREN_e_RPAREN_,-1.0,-1.0
EX_val_L_LPAREN_e_RPAREN_,-0.18,-0.18
EX_zn2_LPAREN_e_RPAREN_,-0.004127,-0.004127
FA80ACPHi,0.0,0.0
FACOAL140,0.0,0.0
FACOAL160,0.0,0.0
FACOAL161,0.0,0.0
FACOAL180,0.043219,-999.956781
FACOAL181,0.0,0.0
FACOALAI15,0.0,0.0
FACOALAI17,0.0,0.0
FACOALI14,0.0,0.0
FACOALI15,0.0,0.0
FACOALI16,0.0,0.0
FACOALI17,0.0,0.0
FALDH2,0.0,0.0
FBA,16.414526,-6.250843
FBA2,7.059725,-1.813046
FBA3,14.441209,-6.250843
FBP,6.250843,0.0
FCLTc,0.0,0.0
FE2DH,-0.002064,-0.002064
FE2abc,-0.0,0.0
FE3abc,-0.0,0.0
FEDCabc,0.008254,0.008254
FERO,0.0,0.0
FFSD,0.074493,0.074493
FGLU,0.0,0.0
FK,0.0,0.0
FLVRx,0.0,0.0
FMNAT,0.004127,0.004127
FOLD3,0.0,0.0
FOLt,0.012381,0.012381
FOMETR,0.0,-6.250843
FORt,-9.838819,-26.001236
FPGS,0.0,0.0
FPGS7,0.0,0.0
FPGS_tm,0.0,0.0
FRD2,1.100529,0.0
FRD3,0.0,0.0
FRD7,1000.0,-0.0
FRUK,8.872771,0.0
FRUpts,0.160271,0.160271
FT,0.0,0.0
FTHFCL,6.250843,0.0
FTHFL,1.241358,0.0
G16BPS,0.0,0.0
G1PACT,6.250843,0.0
G1PTT,0.0,0.0
G3PAT120,0.0,0.0
G3PAT140,1000.0,0.0
G3PAT141,0.0,0.0
G3PAT160,0.0,0.0
G3PAT161,0.0,0.0
G3PAT180,0.021609,0.0
G3PAT181,0.0,0.0
G3PATAI15,0.0,0.0
G3PATAI17,0.021609,0.021609
G3PATI14,0.0,0.0
G3PATI15,0.0,0.0
G3PATI16,0.0,0.0
G3PATI17,0.021609,0.021609
G3PCT,0.397116,0.397116
G3PD1,999.497884,-1000.0
G3PD2,999.497884,-1000.0
G5SADs,0.083589,0.0
G5SDr,0.083589,0.0
G6PDA,1000.0,1.896731
G6PI,1000.0,-1000.0
G6PI3,1000.0,-1000.0
GAL6PI,0.074493,0.074493
GALCTD,0.0,0.0
GALK,0.153688,0.153688
GALS3,0.004702,0.0
GALT,1000.0,-999.839464
GALTpts,0.0,0.0
GALU,1000.0,-999.839464
GALabc,0.148986,0.148986
GAMpts,1.0,1.0
GAPD,1000.0,-992.123471
GAPD_NADP,1000.0,-992.123471
GARFTi,0.0,0.0
GBBTNabc,0.0,0.0
GCALDL,0.0,0.0
GCALDt,0.0,0.0
GCCb,0.0,0.0
GF6PTA,998.103269,0.0
GGGABADr,1000.0,-1000.0
GGGABARr,1000.0,-1000.0
GHMT2r,-0.612425,-1.233104
GK1,1000.0,-999.973832
GK2,1000.0,-999.973832
GLCP,989.45381,0.0
GLCS1,989.45381,0.0
GLCTR3,0.0,0.0
GLCTR4r,0.004702,-6.246141
GLCabc,2.467858,0.0
GLCpts,2.467858,0.0
GLGC,989.45381,0.0
GLNS,6.250843,0.0
GLNSP1,0.0,0.0
GLNSP2,0.0,0.0
GLNSP3,0.0,0.0
GLNabc,9.83202,0.0
GLNt2r,0.18,-9.65202
GLU5K,0.083589,0.0
GLUCYS,0.004127,0.004127
GLUDy,4.12352,-1000.0
GLUFORT,0.0,0.0
GLUOX,1000.0,-6.29517
GLUPRT,-0.0,0.0
GLUR,-0.000939,-0.000939
GLUSy,1000.0,0.0
GLUTRS,-0.0,0.0
GLUt2r,0.18,0.096411
GLYASN1c,0.0,0.0
GLYASNabc,0.0,0.0
GLYASP1c,0.0,0.0
GLYASPabc,0.0,0.0
GLYBabc,0.0,0.0
GLYCDx,0.0,0.0
GLYCK2,0.0,0.0
GLYCL,0.620679,0.0
GLYCYSabc,0.0,0.0
GLYCt,-1.799655,-1.799655
GLYGLN1c,0.0,0.0
GLYGLNabc,0.0,0.0
GLYGLU1c,0.0,0.0
GLYGLUabc,0.0,0.0
GLYLEUHYDROc,0.0,0.0
GLYLEUPEPT1tc,0.0,0.0
GLYMET1c,0.0,0.0
GLYMETabc,0.0,0.0
GLYOX,0.0,0.0
GLYPHEHYc,0.0,0.0
GLYPHEabc,0.0,0.0
GLYPROPRO1c,0.0,0.0
GLYPROabc,0.0,0.0
GLYTYR1c,0.0,0.0
GLYTYRabc,0.0,0.0
GLYt2r,0.45,0.45
GMPS2,3.139018,0.0
GPDDA1,0.0,0.0
GPDDA2,0.0,0.0
GPDDA4,0.0,0.0
GRTT,0.000939,0.000939
GTHRD,5.401683,-1000.0
GTHS,0.004127,0.004127
GTPCI,0.0,0.0
GTPDPK,0.0,0.0
GUAD,1000.0,0.0
GUAPRT,6.278035,0.0
GUAt,-0.972808,-7.223651
GUAt2,6.250843,0.0
H2CO3D,1000.0,0.0
H2Ot,-23.685886,-32.240608
HCYSMT,-0.0,0.0
HCYSMT2,0.0,0.0
HDG3PACT,0.0,0.0
HEMEti,0.004127,0.004127
HEX1,6.899455,0.0
HEX4,0.0,0.0
HEX7,6.899455,0.0
HEXSabc,0.0,0.0
HEXb,6.899455,0.0
HISDC,0.0,0.0
HISTD,0.0,0.0
HISTDOX,0.0,0.0
HISTLOX,0.0,0.0
HISTP,0.0,0.0
HISt2r,0.042596,0.042596
HMGCOARxi,0.0,0.0
HMGCOAS,0.0,0.0
HPPK,0.0,0.0
HPPK2,0.0,0.0
HSDx,998.634212,-1000.0
HSDy,998.634212,-1000.0
HSERTA,5.190478,-986.368805
HSK,989.45381,-0.0
HSST,0.0,0.0
HSTPTr,0.0,-0.0
HXPRT,7.250843,1.0
HYPSUCORNS,1000.0,0.0
IAHDGK,6.250843,0.0
IAPDGK,0.0,0.0
IBCOATA,0.0,0.0
ICDHy,-0.0,0.0
IG3PS,-0.0,0.0
IGPDH,-0.0,0.0
IGPS,0.028327,0.028327
IHDCOATA,0.0,0.0
IHDGK,6.250843,0.0
IHDUDPG,0.003755,0.003755
IHDUDPMG,0.003755,0.003755
