,maximum,minimum
CYPHYC,0.0,0.0
CYPHYS,0.0,0.0
CYRDAAT,1.4e-05,1.4e-05
CYRDAR,7e-06,7e-06
CYSS,0.002945,0.002945
CYSTA,0.0,0.0
CYSTL,0.0,0.0
CYSTRS,0.0,0.0
CYTBDpp_1,-3.1e-05,0.0
CYTBDu,0.0,0.0
CYTDH,0.0,0.0
CYTK1,0.012309,0.012319
Cobalt2abcppI,0.000186,0.000205
Cotpp,0.0,0.0
DADK,0.0,0.0
DAPDC,0.012163,0.012163
DAPE,0.013756,0.013756
DASYN160,0.000505,0.000505
DASYN161,9e-06,9e-06
DASYN180,1.7e-05,1.7e-05
DASYN181,3.2e-05,3.2e-05
DASYN181_9,3.2e-05,3.2e-05
DASYN182_9_12,0.000327,0.000327
DASYN183_6_9_12,0.0,0.0
DASYN183_9_12_15,8.2e-05,8.2e-05
DASYN184_6_9_12_15,0.0,0.0
DB4PS,5.6e-05,5.6e-05
DBTS,0.0,0.0
DCTPD,-3.9e-05,0.0
DCTPD2,0.0,0.0
DDPA,0.024853,0.024853
DDPGA,0.0,0.0
DES_12,0.007251,0.007251
DES_15,0.00037,0.00037
DES_6,0.000134,0.000134
DES_6B,0.003307,0.003307
DES_9,0.007853,0.007853
DGDG160,0.001311,0.001311
DGDG161,9.7e-05,9.7e-05
DGDG180,2.2e-05,2.2e-05
DGDG181,2.9e-05,2.9e-05
DGDG181_9,2.9e-05,2.9e-05
DGDG182_9_12,0.000335,0.000335
DGDG183_6_9_12,0.000728,0.000728
DGDG183_9_12_15,1e-05,1e-05
DGDG184_6_9_12_15,4e-05,4e-05
DHAD1,0.052779,0.052779
DHAD2,0.018243,0.018243
DHDPRy,0.013756,0.013756
DHDPS,0.013756,0.013756
DHFR,0.001724,0.001724
DHFS,5.6e-05,5.6e-05
DHNAPHT,0.000104,0.000104
DHNPA_1,5.6e-05,5.6e-05
DHORDi,0.019695,0.019695
DHORTS,-0.019695,-0.019695
DHPPDA,2.8e-05,2.8e-05
DHQS,0.024853,0.024853
DHQTi,0.024853,0.024853
DMATT,0.002827,0.002827
DMPPS_syn,0.011305,0.0
DMTPHT,0.000104,0.000104
DM_5mdru1p_c,0.000426,0.000426
DM_PHB_c,0.0,0.0
DM_cyanphy_c,0.0,0.0
DNAMTn2r,0.0,0.0
DNMPPA,5.6e-05,5.6e-05
DNTPPA,5.6e-05,5.6e-05
DPCOAK,3.6e-05,3.6e-05
DPGM,0.0,0.0
DPPS,3e-06,3e-06
DPR,3.6e-05,3.6e-05
DRBK,0.0,0.0
DRPA,0.0,0.0
DTMPK,0.001667,0.001667
DVOCHR,0.001338,0.001338
DXPRIi,0.011305,0.011305
DXPS,0.011305,0.011305
EAR100y,0.024861,0.024861
EAR120y,0.024861,0.024861
EAR121y,0.001384,0.001384
EAR140y,0.018489,0.018489
EAR141y,0.001384,0.001384
EAR160y,0.018489,0.018489
EAR161y,0.001384,0.001384
EAR180y,0.008008,0.008008
EAR181y,0.000602,0.000602
EAR40y,0.026246,0.026246
EAR60y,0.026246,0.026246
EAR80y,0.026246,0.026246
EHGLAT,0.0,0.0
ENO,1.177335,1.17746
EX_ac_e,-6e-06,0.0
EX_akg_e,-2e-06,0.0
EX_ala__L_e,0.0,0.0
EX_arg__L_e,0.0,0.0
EX_ca2_e,-0.000285,-0.000285
EX_cit_e,-2e-06,0.0
EX_co2_e,2.535135,2.535148
EX_co_e,0.0,0.0
EX_cobalt2_e,-0.000205,-0.000205
EX_cu2_e,-0.00019,-0.00019
EX_cynt_e,0.0,0.0
EX_fe2_e,-0.000473,-0.000473
EX_fe3_e,-0.00043,-0.00043
EX_fru_e,0.0,0.0
EX_fum_e,0.0,0.0
EX_glc__D_e,-0.85,-0.85
EX_glcglyc_e,0.0,0.0
EX_gln__L_e,0.0,0.0
EX_glu__L_e,0.0,0.0
EX_gly_e,0.0,0.0
EX_h2_e,0.0,0.0
EX_h2o_e,3.437061,3.437069
EX_h_e,-0.628611,-0.628602
EX_hco3_e,0.0,0.0
EX_his__L_e,0.0,0.0
EX_k_e,-0.010685,-0.010685
EX_leu__L_e,0.0,0.0
EX_lys__L_e,0.0,0.0
EX_mal__L_e,0.0,0.0
EX_mg2_e,-0.001816,-0.001816
EX_mn2_e,-0.000191,-0.000191
EX_mobd_e,-0.000191,-0.000191
EX_na1_e,-0.000239,-0.000239
EX_nh4_e,0.0,0.0
EX_ni2_e,0.0,0.0
EX_no3_e,-0.569241,-0.569239
EX_o2_e,-1.188134,-1.188144
EX_photon_e,0.0,0.0
EX_pi_e,-0.043589,-0.043589
EX_pro__L_e,0.0,0.0
EX_ptrc_e,0.0,0.0
EX_pyr_e,0.0,0.0
EX_ser__L_e,0.0,0.0
EX_so4_e,-0.011982,-0.011982
EX_spmd_e,0.0,0.0
EX_succ_e,0.0,0.0
EX_sucr_e,0.0,0.0
EX_urea_e,0.0,0.0
EX_zn2_e,-0.00019,-0.00019
FBA,0.4387,0.438803
FBA2,0.0,0.0
FBA3,0.438654,3.9e-05
FBP,-3.9e-05,0.0
FCLT,4.2e-05,4.2e-05
FDH6pp,0.0,0.0
FE2abcpp,0.000473,0.000473
FE2tex,0.000473,0.000473
FE3abcpp,0.00043,0.00043
FE3tex,0.00043,0.00043
FMETTRS,0.0,0.0
FMNAT,1.4e-05,1.4e-05
FNOR,-1.549837,-1.567492
FOLD3,5.6e-05,5.6e-05
FOMETRi,0.0,0.0
FQR,-5.2e-05,0.0
FRTT,0.002796,0.002796
FRUt3,0.0,0.0
FRUtex,0.0,0.0
FTHFD,-3.9e-05,0.0
FTHFLi,0.000102,0.0
FTR,0.01811,0.0
FUM,0.499417,0.499527
FUMtex,0.0,0.0
FUMtpp,0.0,0.0
G1PACT,0.006373,0.006373
G1PTT,0.0,0.0
G1SAT,0.011156,0.011156
G3PAT160,0.00524,0.00524
G3PAT161,0.000391,0.000391
G3PAT180,7.8e-05,7.8e-05
G3PAT181,0.000301,0.000301
G3PAT181_9,0.000301,0.000301
G3PAT182_9_12,0.001787,0.001787
G3PAT183_6_9_12,6.7e-05,6.7e-05
G3PAT183_9_12_15,0.000118,0.000118
G3PAT184_6_9_12_15,0.001653,0.001653
G3PD,0.0,0.0
G3PD1ir,0.010941,0.010944
G5SADs,0.014875,0.01491
G5SD,0.014875,0.0
G6PBDH,0.0,0.0
G6PDH2r,0.761547,0.0
G6PI3,0.0,0.0
GALKr,0.0,0.0
GALUi,0.011534,0.011534
GAPD,1.030943,1.031273
GAPDi_nadp,-0.00033,0.0
GARFT,0.020464,0.020464
GCALDD,5.6e-05,5.6e-05
GCATENEC,0.000559,0.000559
GF6PTA,0.006373,0.006373
GFUCS,0.0,0.0
GGDPR,0.001475,0.001475
GGPP,0.0,0.0
GGPS,0.0,0.0
GHMT2r,-0.024317,-0.024313
GK1,0.009973,0.009993
GLBRAN2,0.0,0.0
GLCGLYCabcpp_syn,0.0,0.0
GLCGLYCtex,0.0,0.0
GLCP,0.0,0.0
GLCP2,0.0,0.0
GLCS1,0.0,0.0
GLCt2pp,0.85,0.85
GLCtex,0.85,0.85
GLGC,0.0,0.0
GLMS_syn,0.0,0.0
GLNS,0.085447,0.085447
GLNTRAT,0.0,0.0
GLNabcpp,0.0,0.0
GLNtex,0.0,0.0
GLU5K,0.014875,0.0
GLUCYS,1.4e-05,1.4e-05
GLUDC,0.445876,0.446001
GLUDy,-0.360069,-0.360069
GLUK_syn,0.0,0.0
GLUN,0.0,0.0
GLUPRT,0.020464,0.020464
GLUR,-0.001593,-0.001593
GLUSx,-4.5e-05,0.0
GLUTRR,0.011156,0.011156
GLUTRS,0.011156,0.011156
GLUt2rpp,0.0,0.0
GLUt4pp,0.0,0.0
GLUtex,0.0,0.0
GLXCL,-3e-06,0.0
GLXO3r,0.0,0.0
GLYALDDr,0.0,3e-06
GLYCDx,0.0,0.0
GLYCK,-3e-06,0.0
GLYCL,1000.0,0.080002
GLYCLTDx,-0.146244,-0.146237
GLYCL_2,999.919998,0.0
GLYCTO1,0.0,0.0
GLYK,0.0,0.0
GLYOX,0.0,0.0
GLYTRS,0.0,0.0
GLYabcpp,0.0,0.0
GLYtex,0.0,0.0
GMAND,0.0,0.0
GMPS,0.009979,0.010018
GMPS2,-3.9e-05,0.0
GND,0.761582,0.761627
GRTT,0.002827,0.002827
GTHPi,0.0,0.0
GTHRDH_syn,0.0,0.0
GTHS,1.4e-05,1.4e-05
GTPCI,5.6e-05,5.6e-05
GTPCII,2.8e-05,2.8e-05
GUACYC,0.0,0.0
H2ASE_syn,-1.9e-05,0.0
H2CO3_NAt_syn,0.0,0.0
H2Otex,-3.437061,-3.437073
H2Otpp,-3.398388,-3.398401
H2Otu_syn,1.97689,1.976902
H2tex,0.0,0.0
H2tpp,0.0,0.0
HCO3E,0.18596,0.18629
HCO3tex,0.0,0.0
HEMEAS,1.4e-05,1.4e-05
HEMEOS,2.8e-05,2.8e-05
HEX1,0.85,0.85
HEX7,0.0,0.0
HGPHT,3.3e-05,3.3e-05
HIBDkt,0.0,0.0
HISTD,0.005409,0.005409
HISTP,0.005409,0.005409
HISTRS,0.0,0.0
HISabcpp,0.0,0.0
HIStex,0.0,0.0
HMBS,0.001395,0.001395
HOXG,0.0,0.0
HPPK,5.6e-05,5.6e-05
HPROa,0.0,0.0
HPROb,0.0,0.0
HPYRRx,-3e-06,0.0
HSDxi,0.040362,0.040362
HSERTA,0.006141,0.006141
HSK,0.03422,0.034221
HSTPT,0.005409,0.005409
Htex,0.628602,0.628611
ICDHyr,0.524653,0.524778
ICHORS,0.000104,0.000104
IG3PS,0.005409,0.005409
IGPDH,0.005409,0.005409
IGPS,0.004502,0.004502
ILETA,-0.018243,-0.018243
ILETRS,0.0,0.0
IMACTD,0.0,0.0
IMPC,-0.025873,-0.025873
IMPD,0.009979,0.009979
IPDDI,0.002827,-0.008477
IPDPS_syn,0.011305,0.0
IPMD,0.033154,0.033154
IPPMIa,-0.033154,-0.033154
IPPMIb,-0.033154,-0.033154
IPPS,0.033154,0.033154
KARA1,-0.052779,-0.052779
KARA2,0.018243,0.018243
KAS14,0.026246,0.0
KAS15,0.026246,0.0
Kt2pp,0.010685,0.010685
Ktex,0.010685,0.010685
LALDO,0.0,0.0
LCARS,0.0,0.0
LDH_D,-2e-05,0.0
LEUTA,999.966846,-0.033154
LEUTAi,1000.0,0.0
LEUTRS,0.0,0.0
LEUabcpp,0.0,0.0
LEUtex,0.0,0.0
LGTHL,-2e-05,0.0
LPADSS,0.001593,0.001593
LTHRK,1.4e-05,1.4e-05
LYCOPC,0.000661,0.000661
LYSDC,0.0,0.0
LYSTRS,0.0,0.0
LYSabcpp,0.0,0.0
LYStex,0.0,0.0
MALT,0.0,0.0
MALtex,0.0,3e-06
MALtpp,0.0,3e-06
MAN1PT,0.0,0.0
MAN1PT2,0.0,0.0
MAN6PI,0.0,0.0
MCOATA,0.185958,0.185958
MDH,0.499403,0.499527
ME2,0.0,0.0
MECDPDH_syn,0.011305,0.011305
MECDPS,0.011305,0.011305
MEHLER,-1.9e-05,0.0
MEPCT,0.011305,0.011305
METAT,0.002027,0.00203
METS,0.007728,0.007731
METTRS,0.0,0.0
MG2tex,0.001816,0.001816
MG2uabcpp,0.001816,0.001816
MGDG160,0.003227,0.003227
MGDG161,0.000208,0.000208
MGDG180,2.7e-05,2.7e-05
MGDG181,7.5e-05,7.5e-05
MGDG181_9,7.5e-05,7.5e-05
MGDG182_9_12,0.000945,0.000945
MGDG183_6_9_12,0.001637,0.001637
MGDG183_9_12_15,1.4e-05,1.4e-05
MGDG184_6_9_12_15,6.7e-05,6.7e-05
MGSA,-2e-05,0.0
MI1PP,0.0,0.0
MI1PS,0.0,0.0
MNt2pp,0.000191,0.000191
MNtex,0.000191,0.000191
MOBDabcpp,0.000191,0.000191
MOBDtex,0.000191,0.000191
MOHMT,3.6e-05,3.6e-05
MPBQ,1.8e-05,1.8e-05
MPML,0.001338,0.001338
MPOMC1,-1e-05,0.0
MPOMC2,0.001338,0.001348
MPOMMM,-1e-05,0.0
MPOMMM2,0.001338,0.001348
MPOMOR,-1e-05,0.0
MPOMOR2,0.001338,0.001348
MPOMT,0.001338,0.001338
MTAP,0.000426,0.000426
MTHFC,0.046204,0.046223
MTHFD,0.046204,0.046223
MTHFD2i,0.0,0.0
MTHFR2,0.007745,0.007745
MTRI,0.000426,0.000426
NABTNO,0.0,0.0
NADH5,0.0,0.0
NADK,2.8e-05,2.8e-05
NADN,-1e-05,0.0
NADS2,0.000144,0.000144
NADTRHD,-0.00033,0.0
NAR_syn,0.569241,0.569241
NAt3pp,-0.000239,-0.000239
NAtex,0.000239,0.000239
NDH1_1p,-0.00033,0.0
NDH1_1u,0.0,0.0
NDH1_2p,1.569555,0.0
NDH1_2u,0.0,0.0
NDH1_3u,0.0,0.0
NDH1_4pp,0.0,0.0
NDH2_syn,0.0,0.0
NDPK1,0.024366,0.024366
NDPK10,0.0,0.0
NDPK2,0.035894,-0.9109
NDPK3,0.010868,0.010829
NDPK4,0.001667,0.001667
NDPK5,0.001521,0.001521
NDPK6,0.0,3.9e-05
NDPK7,0.001478,0.001517
NDPK8,0.001662,0.001662
NDPK9,0.0,-0.946834
NH4tex,0.0,0.0
NH4tpp_1,0.0,0.0
NI2tex,0.0,0.0
NI2uabcpp,0.0,0.0
NMNAT,-1e-05,0.0
NMNS,-1e-05,0.0
NNATr,0.000144,0.000144
NNDPR,0.000144,0.000144
NO3abcpp,0.569239,0.569241
NO3tex,0.569239,0.569241
NOR_syn,0.569241,0.569241
NPHS,0.000104,0.000104
NTD4,0.0,0.0
NTD7,-2e-05,0.0
NTPP2,0.0,0.0
NTPP4,-2e-05,0.0
NTPP8,0.0,0.0
NTPTP1,0.0,0.0
O2tex,1.188134,1.188146
O2tpp,1.175243,0.180359
O2tu,-0.99489,0.0
OCBT,0.017162,0.017175
OMCDC,0.033154,0.033154
OMPDC,0.019695,0.019695
OPHBDC,0.0,0.0
ORNTA,0.014875,0.0
ORNTAC,0.03205,0.017175
ORPT,-0.019695,-0.019695
OXADC,0.0,0.0
OXGDC2,0.000104,0.000104
P5CD,-3.5e-05,0.0
P5CR,0.0,0.0
P5CRx,0.01491,0.0
PANTS,3.6e-05,3.6e-05
PAPA160,0.004735,0.004735
PAPA161,0.000383,0.000383
PAPA180,6e-05,6e-05
PAPA181,0.000269,0.000269
PAPA181_9,0.000269,0.000269
PAPA182_9_12,0.00146,0.00146
PAPA183_6_9_12,0.001653,0.001653
PAPA183_9_12_15,3.6e-05,3.6e-05
PAPA184_6_9_12_15,6.7e-05,6.7e-05
PAPPT3,0.001593,0.001593
PAPSR,0.011742,0.011743
PC11M,1.4e-05,1.4e-05
PC17M,1.4e-05,1.4e-05
PC20M,1.4e-05,1.4e-05
PC6AR,1.4e-05,1.4e-05
PC6YM,1.4e-05,1.4e-05
PC8XM,1.4e-05,1.4e-05
PDH,-0.00033,0.0
PDHa,0.0,0.0
PDHbr,0.0,0.0
PDHcr,0.0,0.0
PDX5POi,0.0,0.0
PDX5PS,0.0,0.0
PFK,0.438654,0.0
PFK_2,0.0,0.0
PFK_3,0.0,0.0
PGAMT,-0.006373,-0.006373
PGCD,0.0,0.0
PGI,0.838466,0.077214
PGK,-1.031273,-1.031273
PGL,0.761252,0.761252
PGLYCP,0.146187,0.146187
PGM,-1.17746,-1.17746
PGMT,-0.011534,-0.011533
PGPP160,0.000505,0.000505
PGPP161,9e-06,9e-06
PGPP180,1.7e-05,1.7e-05
PGPP181,3.2e-05,3.2e-05
PGPP181_9,3.2e-05,3.2e-05
PGPP182_9_12,0.000327,0.000327
PGPP183_6_9_12,0.0,0.0
PGPP183_9_12_15,8.2e-05,8.2e-05
PGPP184_6_9_12_15,0.0,0.0
PGSA160,0.000505,0.000505
PGSA161,9e-06,9e-06
PGSA180,1.7e-05,1.7e-05
PGSA181,3.2e-05,3.2e-05
PGSA181_9,3.2e-05,3.2e-05
PGSA182_9_12,0.000327,0.000327
PGSA183_6_9_12,0.0,0.0
PGSA183_9_12_15,8.2e-05,8.2e-05
PGSA184_6_9_12_15,0.0,0.0
PHBS_syn,-2e-06,0.0
PHCD,0.0,0.0
PHETA1,-0.011666,-0.011666
PHETRS,0.0,0.0
PHOtex,0.0,0.0
PHOtpp,0.0,0.0
PHYTEDH1,0.000661,0.0
PHYTEDH2,0.000661,0.0
PHYTES,0.000661,0.000661
PHYTES2,0.000661,0.000661
PHYTFDH1,0.000661,0.0
PHYTFDH2,0.000661,0.0
PItex,0.043589,0.043589
PIuabcpp,0.043589,0.043589
PMANM,0.0,0.0
PMDPHT,2.8e-05,2.8e-05
PNTK,3.6e-05,3.6e-05
POR_1,0.001338,0.001338
POR_syn,0.773658,0.773658
PPA,0.203494,0.203534
PPBNGS,0.005578,0.005578
PPC,0.179132,0.179177
PPCDC,3.6e-05,3.6e-05
PPK2,-1.4e-05,-1.4e-05
PPM,0.00157,0.00159
PPNCL,3.6e-05,3.6e-05
PPND,0.008511,0.008511
PPNDH,0.011666,0.011666
PPOR,0.0,0.0
PPPGO,0.00138,0.00138
PPS,-3.9e-05,0.0
PPTGF_Syn,0.001593,0.001593
PPTGS_Syn,0.001593,0.001593
PRAGSr,0.020464,0.020464
PRAIS,0.020464,0.020464
PRAIi,0.004502,0.004502
PRAMPC,0.005409,0.005409
PRASCSi,0.020464,0.020464
PRATPP,0.005409,0.005409
PRFGS,0.020464,0.020464
PRMICI,0.005409,0.005409
PROD2,0.0,0.0
PROTRS,0.0,0.0
PROabcpp,0.0,0.0
PROtex,0.0,0.0
PRPPS,0.05221,0.05223
PRUK,0.146187,0.146187
PSCVT,0.024853,0.024853
PSI,0.0,0.0
PSII,0.0,0.0
PSI_2,0.0,0.0
PTAr,-0.012326,-0.012286
PTHPS,0.0,0.0
PTPATi,3.6e-05,3.6e-05
PTRCabcpp,0.0,0.0
PTRCt2pp,0.0,0.0
PTRCtex,0.0,0.0
PUNP1,0.00157,0.00159
PUTA3,0.0,0.0
PYAM5PO,0.0,0.0
PYDXNO,0.0,0.0
PYDXO,0.0,0.0
PYK,0.946834,0.0
PYK2,0.0,0.0
PYK3,0.0,0.0
PYK4,0.0,0.0
PYK5,0.0,0.0
PYRt2rpp,0.0,0.0
PYRtex,0.0,0.0
QULNS,0.000144,0.000144
R05217,1.4e-05,1.4e-05
R05219,1.4e-05,1.4e-05
R05224_1,1.4e-05,1.4e-05
RBCh,0.146181,0.146187
RBFK,1.4e-05,1.4e-05
RBFSa,5.6e-05,5.6e-05
RBFSb,2.8e-05,2.8e-05
RBK,-1e-05,0.0
RBPC,0.0,0.0
RNDR1,0.001662,0.001662
RNDR2,0.001521,0.001521
RNDR3,0.001478,0.001517
RNDR4,0.001667,0.0
RPE,0.367961,0.368211
RPI,-0.247047,-0.247172
SADT,0.011742,0.011743
SBP,-3.9e-05,0.0
SDPDS,0.013756,0.013756
SDPTA,-0.013756,-0.013756
SERAT,0.002945,0.002945
SERD_L,0.0,0.0
SERTRS,0.0,0.0
SERabcpp,0.0,0.0
SERtex,0.0,0.0
SHCHCS2,0.000104,0.000104
SHK3Dr,0.024853,0.024853
SHKK,0.024853,0.024853
SK_dna5mtc_c,-2e-06,0.0
SK_dna_c,0.0,2e-06
SK_phbg_c,0.0,0.0
SK_precyanphy_c,0.0,0.0
SK_rdmbzi_c,-1.4e-05,-1.4e-05
SO4tex,0.011982,0.011982
SPMDabcpp,0.0,0.0
SPMDt2pp,0.0,0.0
SPMDtex,0.0,0.0
SPMS,0.000426,0.000426
SPP,0.0,0.0
SPS,0.0,0.0
SPT_syn,-3e-06,0.0
SQD1,0.002657,0.002657
SQD2_160,0.001508,0.001508
SQD2_161,0.000174,0.000174
SQD2_180,3.3e-05,3.3e-05
SQD2_181,0.000194,0.000194
SQD2_181_9,0.000194,0.000194
SQD2_182_9_12,0.000515,0.000515
SQD2_183_6_9_12,1.6e-05,1.6e-05
SQD2_183_9_12_15,2.2e-05,2.2e-05
SQD2_184_6_9_12_15,0.0,0.0
SQLC,0.0,0.0
SQLC2,0.0,0.0
SQLS,0.0,0.0
SSALy,0.445876,0.446001
SUCBZL,0.000104,0.000104
SUCBZS,0.000104,0.000104
SUCCtex,0.0,0.0
SUCCtpp,0.0,0.0
SUCDi,0.0,0.0
SUCDpp_syn,0.44587,0.0
SUCDu_syn,0.44587,0.0
SUCOAS,0.013762,0.013762
SUCRabcpp_syn,0.0,0.0
SUCRtex,0.0,0.0
SULR_syn,0.009086,0.009086
SULabcpp,0.011982,0.011982
T2DECAI,0.001384,0.001384
TALA,0.196407,-0.242136
TDPDRE,0.0,0.0
TDPDRR,0.0,0.0
TDPGDH,0.0,0.0
THDPS,0.013756,0.013756
THFGLUS,0.0,0.0
THRD_L,0.018243,0.018243
THRPDC,1.4e-05,1.4e-05
THRS,0.03422,0.034221
THRTRS,0.0,0.0
THZPSN,0.0,0.0
THZSN_1,0.0,0.0
TKT1,0.196407,0.196532
TKT2,0.171554,0.171679
TMDK1,0.0,0.0
TMDS,0.001667,0.001667
TMK,0.0,0.0
TMPK,0.0,0.0
TMPPP,0.0,0.0
TOCOPHOM1,1.7e-05,1.7e-05
TOCOPHOM2,1e-06,1e-06
TOCOPHS1,1.8e-05,1.8e-05
TOCOPHS2,1.5e-05,1.5e-05
TPI,0.427593,0.427718
TRDR,0.01811,0.0
TRPS1,0.004502,0.004502
TRPTRS,0.0,0.0
TRSARr,-3e-06,0.0
TYRTA,-0.008479,-0.008478
TYRTRS,0.0,0.0
U23GAAT,0.003186,0.003186
UAAGDS,0.001593,0.001593
UAG2EMA,0.0,0.0
UAGAAT,0.003186,0.003186
UAGCVT,0.001593,0.001593
UAGDP,0.006373,0.006373
UAGPT3,0.001593,0.001593
UAMAGS,0.001593,0.001593
UAMAS,0.001593,0.001593
UAPGR,0.001593,0.001593
UDCPDP,0.001593,0.001593
